دانشكده درس 	دانشكده درس 	گروه آموزشي 	گروه آموزشي 	شماره و گروه درس	نام درس	کل	ع	ظر فيت	ثبت نام شده	تعداد ليست انتظار	جنسيت	نام استاد	زمان و مكان ارائه/ امتحان	توضيحات	امكان اخذ درس توسط ساير مراكز	حذف اضطراري
14	فني و مهندسي	12	عمران	1412040_01	مقاومت مصالح 1	3	0	10	2	0	مختلط	رئيس زاده اميرحسين<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: 229 فني و مهندسي<BR> درس(ت): سه شنبه 10:00-11:00 مکان: 229 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412041_01	تحليل سازه ها1	3	0	30	20	0	مختلط	ضيائ الديني دشتخاكي هادي<BR>	درس(ت): دوشنبه 13:30-14:30 مکان: 229 فني و مهندسي<BR> درس(ت): سه شنبه 08:00-10:00 مکان: 229 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 14:30-15:30 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412042_01	تحليل سازه ها2	3	0	30	12	0	مختلط	مشايخي مصطفي<BR>	درس(ت): شنبه 10:00-12:00 مکان: 125 فني و مهندسي<BR> درس(ت): دوشنبه 08:00-09:00 مکان: 125 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 09:00-10:00 مکان: 125 فني و مهندسي<BR> امتحان(1404.10.18) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412044_01	سازه هاي بتن آرمه 1	3	0	31	31	0	مختلط	ضيائ الديني دشتخاكي هادي<BR>	درس(ت): شنبه 13:30-15:30 مکان: 333 فني و مهندسي<BR> درس(ت): دوشنبه 11:00-12:00 مکان: 232 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 10:00-11:00 مکان: 232 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412045_01	سازه هاي بتن آرمه 2	3	0	30	12	0	مختلط	ايرانمنش افشين<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: ك345فني<BR> درس(ت): سه شنبه 15:30-16:30 مکان: ك345فني<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: ك345فني<BR> امتحان(1404.10.21) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412047_01	سازه هاي فولادي 1	3	0	30	19	0	مختلط	رئيس زاده اميرحسين<BR>خجسته فر احسان<BR>	درس(ت): دوشنبه 13:30-15:30 مکان: 120 فني و مهندسي<BR> درس(ت): سه شنبه 08:00-09:00 مکان: 141 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 141 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412048_01	سازه هاي فولادي 2	2	0	30	14	0	مختلط	رئيس زاده اميرحسين<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: 125 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412051_01	مكانيك خاك	3	0	30	20	0	مختلط	واعظي نژاد سيد محمود<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: 125 فني و مهندسي<BR> درس(ت): سه شنبه 15:30-16:30 مکان: 125 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: 125 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412052_01	آزمايشگاه مكانيك خاك	1	1	13	13	0	مختلط	درب هنزي عباس<BR>	درس(ع): سه شنبه 10:00-11:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> 		-	امكان ندارد
14	فني و مهندسي	12	عمران	1412052_02	آزمايشگاه مكانيك خاك	1	1	12	10	0	مختلط	درب هنزي عباس<BR>	درس(ع): سه شنبه 11:00-12:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> 		-	امكان ندارد
14	فني و مهندسي	12	عمران	1412053_01	مهندسي پي	2	0	20	18	0	مختلط	واعظي نژاد سيد محمود<BR>	درس(ت): شنبه 08:00-10:00 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412054_01	مكانيك سيالات	3	0	30	19	0	مختلط	ربيعي علي<BR>	درس(ت): شنبه 08:00-10:00 مکان: 125 فني و مهندسي<BR> درس(ت): يك شنبه 10:00-11:00 مکان: 229 فني و مهندسي<BR> حل تمرين(ت): يك شنبه 11:00-12:00 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412055_01	هيدروليك و آزمايشگاه	3	1	30	9	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ت): يك شنبه 08:00-10:00<BR> درس(ع): دوشنبه 15:30-17:30<BR> امتحان(1404.10.22) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412056_01	هيدرولوژي مهندسي	2	0	20	6	0	مختلط	دهقاني مجيد<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: 124 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412057_01	روش هاي اجراي ساختمان	2	1	15	6	0	مختلط	درب هنزي عباس<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412058_01	راهسازي	2	0	20	11	0	مختلط	وحيدي ميلاد<BR>	درس(ت): شنبه 15:30-17:30 مکان: 228 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412060_01	روسازي راه	2	0	20	17	0	مختلط	وحيدي ميلاد<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412062_01	متره وبرآوردپروژه	1	0.5	15	15	0	مختلط	درب هنزي عباس<BR>	درس(ت): سه شنبه 08:00-09:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> امتحان(1404.10.21) ساعت : 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	12	عمران	1412065_01	پروژه تخصصي	3	0	20	12	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	12	عمران	1412078_01	كاربردكامپيوتردرمهندسي عمران	2	0	20	13	0	مختلط	جمالي پاقلعه فاطمه<BR>	درس(ت): چهارشنبه 08:00-10:00 مکان: 141 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412081_01	اصول مهندسي سد	2	0	15	3	0	مختلط	ربيعي علي<BR>	درس(ت): سه شنبه 15:30-17:30 مکان: آزمايشگاه سيالات گ مكانيك<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412082_01	بارگذاري	1	0	30	17	0	مختلط	رئيس زاده اميرحسين<BR>	درس(ت): سه شنبه 15:30-17:30 مکان: 124 فني و مهندسي<BR> امتحان(1404.10.18) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412096_01	تكنولوژي بتن	2	0	52	50	0	مختلط	درب هنزي عباس<BR>	درس(ت): شنبه 10:00-12:00 مکان: امفي تاتر شهيد ارسلان<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412097_01	آزمايشگاه تكنولوژي بتن	1	1	16	3	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ع): يك شنبه 10:00-11:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> 		-	امكان ندارد
14	فني و مهندسي	12	عمران	1412100_01	اصول مهندسي زلزله و باد	3	0	20	14	0	مختلط	شريفي ياسر<BR>	درس(ت): شنبه 15:30-17:30 مکان: فني 114<BR> درس(ت): سه شنبه 10:00-11:00 مکان: ك345فني<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: ك345فني<BR> امتحان(1404.10.23) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412106_01	تئوري الاستيسه و پلاستيسيته	3	0	20	15	0	مختلط	شريفي ياسر<BR>	درس(ت): شنبه 13:30-15:30 مکان: دفتر دكتر شريفي ياسر<BR> درس(ت): يك شنبه 15:30-17:30 مکان: دفتر دكتر شريفي ياسر<BR> امتحان(1404.10.21) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412107_01	روش اجزائ محدود	3	0	10	2	0	مختلط	مشايخي مصطفي<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: خجسته فر و ضياءالديني<BR> درس(ت): سه شنبه 08:00-10:00 مکان: خجسته فر و ضياءالديني<BR> امتحان(1404.10.22) ساعت : 10:00-12:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412112_01	طراحي ساختمانهادر برابر زلزله	3	0	10	7	0	مختلط	رئيس زاده اميرحسين<BR>خجسته فر احسان<BR>	درس(ت): شنبه 10:00-12:00 مکان: فني 245<BR> درس(ت): يك شنبه 13:30-15:30 مکان: ك345فني<BR> امتحان(1404.10.28) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	12	عمران	1412118_01	پايان نامه	6	0	30	15	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	12	عمران	1412119_01	سمينار	2	2	30	7	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	12	عمران	1412120_01	سازه هاي بنايي مقاوم در برابرزلزله	2	0	30	18	0	مختلط	جمالي پاقلعه فاطمه<BR>	درس(ت): چهارشنبه 13:30-15:30 مکان: 141 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412121_01	رياضيات عالي مهندسي	3	0	15	15	0	مختلط	ناصرعلوي سيد صادق<BR>	درس(ت): شنبه 15:30-17:30 مکان: اتاق دكتر علوي<BR> درس(ت): يك شنبه 10:00-12:00 مکان: اتاق دكتر علوي<BR> امتحان(1404.10.30) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412122_01	طرح هندسي راه پيشرفته	3	0	10	6	0	مختلط	واعظي نژاد سيد محمود<BR>	درس(ت): شنبه 15:30-17:30 مکان: دفتر دكتر واعظي<BR> درس(ت): يك شنبه 15:30-17:30 مکان: دفتر دكتر واعظي<BR> امتحان(1404.10.18) ساعت : 14:00-16:00<BR> 		-	امكان ندارد
14	فني و مهندسي	12	عمران	1412123_01	طرح روسازي پيشرفته	3	0	10	8	0	مختلط	وحيدي ميلاد<BR>	درس(ت): شنبه 08:00-10:00 مکان: اتاق گ عمران<BR> درس(ت): يك شنبه 08:00-10:00 مکان: اتاق گ عمران<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	12	عمران	1412141_01	مقررات ملي ساختمان	2	0	20	15	0	مختلط	ربيعي علي<BR>	درس(ت): شنبه 13:30-15:30 مکان: 125 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412149_01	بهينه سازي	3	0	15	7	0	مختلط	مشايخي مصطفي<BR>	درس(ت): شنبه 08:00-10:00 مکان: اتاق دكتر مشايخي<BR> درس(ت): يك شنبه 08:00-10:00 مکان: اتاق دكتر مشايخي<BR> امتحان(1404.10.22) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412150_01	تكنولوژي عالي بتن	3	0	10	8	0	مختلط	درب هنزي عباس<BR>	درس(ت): شنبه 08:00-10:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> درس(ت): يك شنبه 08:00-10:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> امتحان(1404.10.22) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412154_01	سازه هاي فولادي پيشرفته	3	0	15	8	0	مختلط	ضيائ الديني دشتخاكي هادي<BR>	درس(ت): شنبه 10:00-12:00 مکان: اتاق گ عمران<BR> درس(ت): يك شنبه 13:30-15:30 مکان: اتاق گ عمران<BR> امتحان(1404.10.28) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412159_01	روشهاي اجراي گود و سازه نگهبان	2	0	30	27	0	مختلط	واعظي نژاد سيد محمود<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 125 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412169_01	هيدرو ليك پيشرفته	3	0	10	8	0	مختلط	دهقاني مجيد<BR>	درس(ت): سه شنبه 13:30-15:30 مکان: دفتر دكتر دهقاني و دكتر مرتضوي<BR> درس(ت): چهارشنبه 13:30-15:30 مکان: دفتر دكتر دهقاني و دكتر مرتضوي<BR> امتحان(1404.10.24) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412170_01	طراحي هيدرو ليكي سازه ها	3	0	10	10	0	مختلط	معمارزاده رسول<BR>	درس(ت): سه شنبه 08:00-10:00 مکان: دفتر دكتر دهقاني و دكتر مرتضوي<BR> درس(ت): چهارشنبه 08:00-10:00 مکان: دفتر دكتر دهقاني و دكتر مرتضوي<BR> امتحان(1404.10.29) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412173_01	پروژه سازه هاي بتن آرمه	1	1	20	9	0	مختلط	ايرانمنش افشين<BR>			-	امكان ندارد
14	فني و مهندسي	12	عمران	1412174_01	پروژه سازه هاي فولادي	1	1	20	10	0	مختلط	رئيس زاده اميرحسين<BR>			-	امكان ندارد
14	فني و مهندسي	12	عمران	1412175_01	پروژه راهسازي	1	1	20	13	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	12	عمران	1412185_01	ارزيابي اثرات زيست محيطي طرح هاي عمراني	3	0	8	8	0	مختلط	معمارزاده رسول<BR>دهقاني مجيد<BR>	درس(ت): سه شنبه 15:30-17:30 مکان: دفتر دكتر دهقاني و دكتر مرتضوي<BR> درس(ت): چهارشنبه 15:30-17:30 مکان: دفتر دكتر دهقاني و دكتر مرتضوي<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412188_01	كاربردRS وGIS در مهندسي عمران و آزمايشگاه CE4010	3	0	10	8	0	مختلط	مرتضوي مهدي آباد سيد مصطفي<BR>	درس(ت): سه شنبه 10:00-12:00 مکان: دفتر دكتر دهقاني و دكتر مرتضوي<BR> درس(ت): چهارشنبه 10:00-12:00 مکان: دفتر دكتر دهقاني و دكتر مرتضوي<BR> امتحان(1404.10.18) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412200_01	مديريت تعمير و نگهداري راه	3	0	10	6	0	مختلط	واعظي نژاد سيد محمود<BR>	درس(ت): شنبه 13:30-15:30 مکان: دفتر دكتر واعظي<BR> درس(ت): يك شنبه 13:30-15:30 مکان: دفتر دكتر واعظي<BR> امتحان(1404.10.21) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412212_01	مهندسي راه آهن پيشرفته	3	0	10	8	0	مختلط	وحيدي ميلاد<BR>	درس(ت): شنبه 10:00-12:00 مکان: 344<BR> درس(ت): يك شنبه 10:00-12:00 مکان: 344<BR> امتحان(1404.10.30) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412227_01	سدهاي بتني	3	0	2	2	0	مختلط	مرتضوي مهدي آباد سيد مصطفي<BR>دهقاني مجيد<BR>	درس(ت): سه شنبه 08:00-10:00<BR> درس(ت): چهارشنبه 08:00-10:00<BR> امتحان(1404.10.20) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412229_01	مباحث خاص در هيدروليك محاسباتي	3	0	2	2	0	مختلط	معمارزاده رسول<BR>دهقاني مجيد<BR>	درس(ت): سه شنبه 17:30-19:30 مکان: دفتر دكتر معمارزاده<BR> درس(ت): چهارشنبه 17:30-19:30 مکان: دفتر دكتر معمارزاده<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412231_01	مكانيك محيطهاي پيوسته	3	0	2	2	0	مختلط	شريفي ياسر<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: دفتر دكتر شريفي ياسر<BR> درس(ت): سه شنبه 13:30-15:30 مکان: دفتر دكتر شريفي ياسر<BR> امتحان(1404.10.22) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412233_01	آمادگي جامع	0	0	10	2	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان دارد
14	فني و مهندسي	12	عمران	1412234_01	رساله	18	0	20	2	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان دارد
14	فني و مهندسي	12	عمران	1412237_01	مكانيك جامدات1	3	0	35	31	0	مختلط	رئيس زاده اميرحسين<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: 229 فني و مهندسي<BR> درس(ت): سه شنبه 10:00-11:00 مکان: 229 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412253_01	مكانيك جامدات2	2	0	20	7	0	مختلط	ناصرعلوي سيد صادق<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 124 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412274_01	ديناميك	2	0	20	13	0	مختلط	ناصرعلوي سيد صادق<BR>	درس(ت): سه شنبه 15:30-17:30 مکان: فني 114<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412274_02	ديناميك	2	0	12	7	0	مختلط	خجسته فر احسان<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: اتاق گ عمران<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412275_01	مصالح و فرآورده هاي ساختماني	2	0	15	15	0	مختلط	وحيدي ميلاد<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: فني 114<BR> امتحان(1404.10.23) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412276_01	زمين شناسي براي مهندسي عمران	2	0	55	51	0	مختلط	معمارزاده رسول<BR>	درس(ت): دوشنبه 13:30-15:30 مکان: 225 فني ومهندسي<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412277_01	آشنايي با مهندسي عمران(كاربيني)	1	0	50	48	0	مختلط	درب هنزي عباس<BR>	درس(ت): دوشنبه 12:00-13:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> امتحان(1404.10.18) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412278_01	آزمايشگاه مصالح و فرآورده هاي ساختماني	1	1	8	8	0	مختلط	درب هنزي عباس<BR>	درس(ع): يك شنبه 11:00-12:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412278_02	آزمايشگاه مصالح و فرآورده هاي ساختماني	1	1	15	15	0	مختلط	درب هنزي عباس<BR>	درس(ع): دوشنبه 08:00-10:00 مکان: آزمايشگاه بتن جنب بازارچه<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412279_01	برنامه سازي كامپيوتر	3	0	52	50	0	مختلط	محققي ده رنجي ليلا<BR>	درس(ت): شنبه 17:30-19:30 مکان: 119 فني و مهندسي<BR> درس(ت): دوشنبه 17:30-19:30 مکان: 225 فني ومهندسي<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412282_01	اقتصاد پروژه هاي عمراني	2	0	21	19	0	مختلط	وحيدي ميلاد<BR>	درس(ت): شنبه 13:30-15:30 مکان: كلاس 302 فني مهندسي<BR> امتحان(1404.10.28) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412283_01	طرح هندسي راه	2	0	20	11	0	مختلط	وحيدي ميلاد<BR>	درس(ت): شنبه 15:30-17:30 مکان: 228 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412284_01	هيدروليك و بناهاي آبي	3	0	20	8	0	مختلط	ربيعي علي<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 141 فني و مهندسي<BR> درس(ت): دوشنبه 15:30-17:30 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412286_01	تحليل سازه ها2(مباني مدلسازي)	2	0	20	7	0	مختلط	مشايخي مصطفي<BR>	درس(ت): سه شنبه 10:00-12:00 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.18) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412291_01	آزمايشگاه هيدروليك و سيالات	1	1	30	8	0	مختلط	ربيعي علي<BR>	درس(ع): سه شنبه 13:30-15:30 مکان: آزمايشگاه سيالات گ مكانيك<BR> 		-	امكان دارد
14	فني و مهندسي	12	عمران	1412294_01	مهارتهاي نرم شغلي	2	0	30	26	0	مختلط	درب هنزي عباس<BR>چابكي نژاد زهرا<BR>	درس(ت): دوشنبه 17:30-19:30 مکان: 119 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413003_01	برنامه سازي پيشرفته	3	0	53	51	0	مختلط	پورباقري سيدمحمد<BR>	درس(ت): شنبه 17:30-19:30 مکان: كارگاه كامپيوتر<BR> درس(ت): دوشنبه 17:30-18:30 مکان: كارگاه كامپيوتر<BR> حل تمرين(ت): دوشنبه 18:30-19:30 مکان: كارگاه كامپيوتر<BR> امتحان(1404.10.18) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413006_01	ساختمان داده ها	3	0	20	4	0	مختلط	دباغي زرندي فهيمه<BR>	درس(ت): شنبه 08:00-10:00 مکان: 119 فني و مهندسي<BR> درس(ت): دوشنبه 08:00-09:00 مکان: 139 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 09:00-10:00 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413007_01	زبان تخصصي	2	0	34	8	0	مختلط	علايي محمد<BR>	درس(ت): سه شنبه 08:00-09:00 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 231 فني و مهندسي<BR> امتحان(1404.11.01) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413007_02	زبان تخصصي	2	0	2	2	0	مختلط	علايي محمد<BR>	درس(ت): چهارشنبه 08:00-09:00 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 09:00-10:00 مکان: 231 فني و مهندسي<BR> امتحان(1404.11.01) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413008_01	مدارهاي الكتريكي	3	0	20	18	0	مختلط	زينلي دولت آبادي فاطمه<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 201 شهيد فخري زاده<BR> درس(ت): سه شنبه 08:00-09:00 مکان: 120 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 120 فني و مهندسي<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413009_01	آز مدارهاي الكتريكي 1	1	1	12	9	0	مختلط	كهنوجي حميد<BR>	درس(ع): دوشنبه 17:30-19:30 مکان: آزديجيتال و ريزپردازنده<BR> 		-	امكان ندارد
14	فني و مهندسي	13	كامپيوتر	1413010_01	مدارهاي منطقي	3	0	45	46	0	مختلط	شريفي رستم آبادي حجت<BR>	درس(ت): شنبه 10:00-12:00 مکان: 326 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-11:00 مکان: 326 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: 326 فني و مهندسي<BR> امتحان(1404.10.21) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413010_02	مدارهاي منطقي	3	0	45	21	0	مختلط	شريفي رستم آبادي حجت<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 231 فني و مهندسي<BR> درس(ت): سه شنبه 08:00-09:00 مکان: 326 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 326 فني و مهندسي<BR> امتحان(1404.10.21) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413012_01	رياضيات مهندسي	3	0	35	3	0	مختلط	حاج عبدالهي اودرجي محسن<BR>	درس(ت): شنبه 10:00-12:00 مکان: 231 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-11:00 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413012_02	رياضيات مهندسي	3	0	35	7	0	مختلط	حاج عبدالهي اودرجي محسن<BR>	درس(ت): شنبه 13:30-15:30 مکان: 231 فني و مهندسي<BR> درس(ت): دوشنبه 13:30-14:30 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 14:30-15:30 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413013_01	طراحي الگوريتم ها	3	0	40	34	0	مختلط	دباغي زرندي فهيمه<BR>	درس(ت): شنبه 10:00-12:00 مکان: 119 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-11:00 مکان: 119 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: 119 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 10:30-12:30<BR> 		-	امكان دارد
