دانشكده درس 	دانشكده درس 	گروه آموزشي 	گروه آموزشي 	شماره و گروه درس	نام درس	کل	ع	ظر فيت	ثبت نام شده	تعداد ليست انتظار	جنسيت	نام استاد	زمان و مكان ارائه/ امتحان	توضيحات	امكان اخذ درس توسط ساير مراكز	حذف اضطراري
14	فني و مهندسي	14	مكانيك	1414025_01	آز ديناميك ماشين و ارتعاشات	1	1	13	8	0	مختلط	محمدي ميثم<BR>	درس(ع): چهارشنبه 10:00-12:00 مکان: آزترموديناميك طبقه همكف ورودي چرخ دنده ها<BR> 	محل آزمايشگاه روبروي سالن شهيد پرتوي همكف دانشكده رياضي	-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414028_01	زبان تخصصي	2	0	45	39	0	مختلط	سپهر مرتضي<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: 230 فني مهندسي<BR> امتحان(1404.10.30) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414033_01	مواد مركب (كامپوزيتها)	3	0	25	19	0	مختلط	قاسم آباديان محمد علي<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: 230 فني مهندسي<BR> درس(ت): سه شنبه 15:30-16:30 مکان: 230 فني مهندسي<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: 230 فني مهندسي<BR> امتحان(1404.10.18) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414038_01	پروژه	3	3	20	3	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414042_01	كارگاه اتومكانيك	1	1	16	16	0	مختلط	سپهر مرتضي<BR>	درس(ع): شنبه 08:00-10:00 مکان: آزمايشگاه سيالات گ مكانيك<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414042_02	كارگاه اتومكانيك	1	1	16	16	0	مختلط	سپهر مرتضي<BR>	درس(ع): دوشنبه 08:00-10:00 مکان: آزمايشگاه سيالات گ مكانيك<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414067_01	ارتعاشات پيشرفته	3	0	8	8	0	مختلط	شهاب الديني ابوالفضل<BR>	درس(ت): شنبه 08:00-10:00 مکان: اتاق دكتر شهاب الديني<BR> درس(ت): يك شنبه 15:30-17:30 مکان: اتاق دكتر شهاب الديني<BR> امتحان(1404.10.29) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414069_01	مكانيك محيطهاي پيوسته1	3	0	8	7	0	مختلط	شهاب الديني ابوالفضل<BR>	درس(ت): شنبه 10:00-12:00 مکان: اتاق دكتر شهاب الديني<BR> درس(ت): يك شنبه 17:30-19:30 مکان: اتاق دكتر شهاب الديني<BR> امتحان(1404.10.24) ساعت : 14:00-16:00<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414073_01	مديريت و كنترل پروژه	2	0	25	22	0	مختلط	حسيني زكيه <BR>	درس(ت): چهارشنبه 13:30-15:30 مکان: 230 فني مهندسي<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414077_01	مقدمه اي بر سيالات محاسباتي	3	0	10	1	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ت): شنبه 17:30-19:30<BR> درس(ت): پنج شنبه 17:30-19:30<BR> امتحان(1404.11.02) ساعت : 16:00-18:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414087_01	توربوماشين ها	3	0	20	19	0	مختلط	شفيعي دهج محمد<BR>	درس(ت): شنبه 10:00-12:00 مکان: 230 فني مهندسي<BR> درس(ت): دوشنبه 08:00-09:00<BR> حل تمرين(ت): دوشنبه 09:00-10:00<BR> امتحان(1404.10.20) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414091_01	طراحي سيستم هاي تهويه مطبوع 1	3	0	20	17	0	مختلط	فرزان هادي<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 120 فني و مهندسي<BR> درس(ت): چهارشنبه 10:00-11:00 مکان: 120 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 11:00-12:00 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414105_01	پايان نامه	6	0	15	1	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414116_01	رياضيات پيشرفته1	3	0	20	15	0	مختلط	حقيقي بهراد<BR>	درس(ت): شنبه 13:30-15:30 مکان: 120 فني و مهندسي<BR> درس(ت): يك شنبه 13:30-15:30 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.18) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414127_01	سوخت و احتراق پيشرفته	3	0	10	6	0	مختلط	شفيعي دهج محمد<BR>	درس(ت): شنبه 08:00-10:00 مکان: اتاق دكتر شفيعي دهج<BR> درس(ت): يك شنبه 10:00-12:00 مکان: اتاق دكتر شفيعي دهج<BR> امتحان(1404.10.29) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414131_01	انتقال حرارت پيشرفته(جابجائي)	3	0	15	1	0	مختلط	فرزان هادي<BR>	درس(ت): شنبه 17:30-19:30 مکان: اتاق دكتر شفيعي دهج<BR> درس(ت): يك شنبه 13:30-15:30 مکان: اتاق دكتر شفيعي دهج<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414136_01	مكانيك سيالات پيشرفته	3	0	7	7	0	مختلط	حسيني داوراني سيد محمد صادق<BR>	درس(ت): شنبه 08:00-10:00 مکان: فني 245<BR> درس(ت): يك شنبه 10:00-12:00 مکان: فني 245<BR> امتحان(1404.10.28) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414148_01	بهينه سازي و طراحي به كمك كامپيوتر	3	0	15	12	0	مختلط	حاج عبداللهي حسن<BR>	درس(ت): شنبه 10:00-12:00 مکان: سيصد و سي<BR> درس(ت): يك شنبه 17:30-19:30 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.21) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414159_01	روش هاي تقريبي در انتقال حرارت	3	0	10	4	0	مختلط	حقيقي بهراد<BR>	درس(ت): شنبه 15:30-17:30 مکان: اتاق دكتر حقيقي<BR> درس(ت): يك شنبه 08:00-10:00 مکان: اتاق دكتر حقيقي<BR> امتحان(1404.11.01) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414167_01	سمينار 	2	0	20	2	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414171_01	آمادگي جامع	0	0	20	3	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414172_01	رساله	24	0	10	10	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414175_01	دانش مهندسي مواد	3	0	45	41	0	مختلط	خدادادي محمود<BR>	درس(ت): شنبه 17:30-19:30 مکان: ك346فني<BR> درس(ت): يك شنبه 17:30-18:30 مکان: ك346فني<BR> حل تمرين(ت): يك شنبه 18:30-19:30 مکان: ك346فني<BR> امتحان(1404.11.01) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414176_01	آشنايي با رشته مهندسي مكانيك	1	1	60	60	0	مختلط	قاسم آباديان محمد علي<BR>	درس(ع): سه شنبه 13:30-15:30 مکان: ك244فني<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414179_01	نقشه كشي صنعتي	2	2	25	24	0	مختلط	مهديان پرراني احمد<BR>	درس(ع): يك شنبه 10:00-12:00 مکان: شهيد فخري زاده راهرو بالا<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414179_02	نقشه كشي صنعتي	2	2	18	18	0	مختلط	مهديان پرراني احمد<BR>	درس(ع): سه شنبه 10:00-12:00 مکان: شهيد فخري زاده راهرو بالا<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414179_03	نقشه كشي صنعتي	2	2	17	17	0	مختلط	مهديان پرراني احمد<BR>	درس(ع): سه شنبه 15:30-17:30 مکان: شهيد فخري زاده راهرو بالا<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414180_01	ديناميك	3	0	10	3	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ت): يك شنبه 08:00-10:00<BR> درس(ت): چهارشنبه 08:00-09:00<BR> حل تمرين(ت): چهارشنبه 09:00-10:00<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 	دانشجويان با 1414010 در كلاس 230 هماهنگ شوند و آنجا حضور پيدا كنند	-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414180_02	ديناميك	3	0	10	6	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ت): يك شنبه 10:00-12:00<BR> درس(ت): سه شنبه 17:30-18:30<BR> حل تمرين(ت): سه شنبه 18:30-19:30<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414189_01	مباني مهندسي برق	3	0	22	22	0	مختلط	شاكري شمسي زهرا<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: 231 فني و مهندسي<BR> درس(ت): سه شنبه 15:30-16:30 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_01	رياضي 1	3	0	47	46	0	مختلط	صانعي الهه<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 331 فني و مهندسي<BR> درس(ت): دوشنبه 13:30-15:30 مکان: 331 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 10:00-12:00 مکان: 331 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_02	رياضي 1	3	0	50	50	0	مختلط	رستم زاده كسرينه بتول<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 333 فني و مهندسي<BR> درس(ت): دوشنبه 13:30-15:30 مکان: 333 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 10:00-12:00 مکان: 333 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_05	رياضي 1	3	0	60	58	0	مختلط	صفا پور احمد<BR>	درس(ت): شنبه 10:00-12:00 مکان: 105 شهيد فخري زاده<BR> درس(ت): يك شنبه 15:30-17:30 مکان: 105 شهيد فخري زاده<BR> حل تمرين(ت): چهارشنبه 08:00-10:00 مکان: ك346فني<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_06	رياضي 1	3	0	50	49	0	مختلط	اميني زاده مسعود<BR>	درس(ت): شنبه 10:00-12:00 مکان: 202 شهيد فخري زاده<BR> درس(ت): يك شنبه 15:30-17:30 مکان: 202 شهيد فخري زاده<BR> حل تمرين(ت): چهارشنبه 08:00-10:00 مکان: ك201فني<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_07	رياضي 1	3	0	60	43	0	مختلط	امينيان شاهرخ آبادي مهران<BR>	درس(ت): شنبه 10:00-12:00 مکان: 333 فني و مهندسي<BR> درس(ت): يك شنبه 15:30-17:30 مکان: 333 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 08:00-10:00 مکان: 333 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_08	رياضي 1	3	0	55	52	0	مختلط	رستم زاده كسرينه بتول<BR>	درس(ت): شنبه 10:00-12:00 مکان: 331 فني و مهندسي<BR> درس(ت): يك شنبه 15:30-17:30 مکان: 331 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 08:00-10:00 مکان: 331 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_10	رياضي 1	3	0	57	56	0	مختلط	صفا پور احمد<BR>	درس(ت): شنبه 15:30-17:30 مکان: 205 شهيد فخري زاده<BR> درس(ت): دوشنبه 10:00-12:00 مکان: كلاس 302 فني مهندسي<BR> حل تمرين(ت): سه شنبه 08:00-10:00 مکان: كلاس 302 فني مهندسي<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_11	رياضي 1	3	0	50	46	0	مختلط	كريم زاده سميه<BR>	درس(ت): شنبه 15:30-17:30 مکان: 333 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-12:00 مکان: 333 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 08:00-10:00 مکان: 333 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_12	رياضي 1	3	0	42	42	0	مختلط	اميني زاده مسعود<BR>	درس(ت): شنبه 15:30-17:30 مکان: 225 فني ومهندسي<BR> درس(ت): دوشنبه 10:00-12:00 مکان: 225 فني ومهندسي<BR> حل تمرين(ت): سه شنبه 08:00-10:00 مکان: 331 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_13	رياضي 1	3	0	40	31	0	مختلط	زنگي آبادي الهام<BR>	درس(ت): شنبه 15:30-17:30 مکان: 331 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-12:00 مکان: 228 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 08:00-10:00 مکان: ك201فني<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416001_14	رياضي 1	3	0	50	44	0	مختلط	نظري زهره<BR>	درس(ت): شنبه 15:30-17:30 مکان: 231 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-12:00 مکان: 230 فني مهندسي<BR> حل تمرين(ت): سه شنبه 08:00-10:00 مکان: ك346فني<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416002_01	رياضي 2	3	0	56	55	0	مختلط	زنگي آبادي الهام<BR>	درس(ت): شنبه 08:00-10:00 مکان: كلاس 302 فني مهندسي<BR> درس(ت): يك شنبه 08:00-10:00 مکان: 331 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 13:30-15:30 مکان: كلاس 302 فني مهندسي<BR> امتحان(1404.10.20) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416002_02	رياضي 2	3	0	55	55	0	مختلط	نظري زهره<BR>	درس(ت): شنبه 08:00-10:00 مکان: 333 فني و مهندسي<BR> درس(ت): يك شنبه 08:00-10:00 مکان: 333 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 13:30-15:30 مکان: 333 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416002_03	رياضي 2	3	0	35	22	0	مختلط	شفيعي محمد<BR>	درس(ت): شنبه 08:00-10:00 مکان: 228 فني و مهندسي<BR> درس(ت): يك شنبه 08:00-10:00 مکان: 228 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 13:30-15:30 مکان: 232 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416002_04	رياضي 2	3	0	49	48	0	مختلط	حسنخاني فرد محمدعلي<BR>	درس(ت): شنبه 08:00-10:00 مکان: 225 فني ومهندسي<BR> درس(ت): يك شنبه 08:00-10:00 مکان: 225 فني ومهندسي<BR> حل تمرين(ت): سه شنبه 08:00-10:00 مکان: 225 فني ومهندسي<BR> امتحان(1404.10.20) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416002_05	رياضي 2	3	0	25	19	0	مختلط	واحدي وحيد<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 228 فني و مهندسي<BR> درس(ت): دوشنبه 13:30-15:30 مکان: 232 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 10:00-12:00 مکان: 225 فني ومهندسي<BR> امتحان(1404.10.20) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416003_01	معادلات ديفرانسيل	3	0	53	49	0	مختلط	فروتن نيا داود<BR>	درس(ت): شنبه 13:30-15:30 مکان: 225 فني ومهندسي<BR> درس(ت): دوشنبه 15:30-16:30 مکان: 225 فني ومهندسي<BR> حل تمرين(ت): دوشنبه 16:30-17:30 مکان: 225 فني ومهندسي<BR> امتحان(1404.10.23) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416003_02	معادلات ديفرانسيل	3	0	50	41	0	مختلط	حسيني سيد محمد<BR>	درس(ت): شنبه 13:30-15:30 مکان: 119 فني و مهندسي<BR> درس(ت): دوشنبه 15:30-16:30 مکان: 119 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 16:30-17:30 مکان: 119 فني و مهندسي<BR> امتحان(1404.10.23) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416003_05	معادلات ديفرانسيل	3	0	56	56	0	مختلط	ملاحسني سميه<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: 228 فني و مهندسي<BR> درس(ت): سه شنبه 15:30-16:30 مکان: 228 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: 228 فني و مهندسي<BR> امتحان(1404.10.23) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416004_01	رياضي مهندسي	3	0	15	10	0	مختلط	مهديان پرراني احمد<BR>	درس(ت): شنبه 13:30-15:30 مکان: 115 فني<BR> درس(ت): يك شنبه 13:30-14:30 مکان: 115 فني<BR> حل تمرين(ت): يك شنبه 14:30-15:30 مکان: 115 فني<BR> امتحان(1404.10.18) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416005_01	محاسبات عددي	2	0	40	29	0	مختلط	رزاقيان سوده<BR>	درس(ت): شنبه 15:30-17:30 مکان: ك346فني<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416005_02	محاسبات عددي	2	0	15	11	0	مختلط	رزاقيان سوده<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: سيصد و سي<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416005_03	محاسبات عددي	2	0	10	2	0	مختلط	عابديني نسب رضا<BR>	درس(ت): چهارشنبه 15:30-17:30 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416005_04	محاسبات عددي	2	0	35	23	0	مختلط	كاميابي محمدمهدي<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: 115 فني<BR> امتحان(1404.10.29) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416005_05	محاسبات عددي	2	0	20	9	0	مختلط	مشايخي مصطفي<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: سيصد و سي<BR> امتحان(1404.10.18) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416006_01	فيزيك 1	3	0	60	43	0	مختلط	فرپور فداكار گلناز<BR>	درس(ت): شنبه 08:00-10:00 مکان: 331 فني و مهندسي<BR> درس(ت): دوشنبه 15:30-16:30 مکان: 331 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 16:30-17:30 مکان: 331 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416006_03	فيزيك 1	3	0	60	40	0	مختلط	فروزش فرد محمدرضا<BR>	درس(ت): شنبه 08:00-10:00 مکان: 229 فني و مهندسي<BR> درس(ت): دوشنبه 15:30-16:30 مکان: 102علوم<BR> حل تمرين(ت): دوشنبه 16:30-17:30 مکان: 102علوم<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416006_04	فيزيك 1	3	0	40	38	0	مختلط	قايمي مقدم مهلا<BR>	درس(ت): شنبه 08:00-10:00 مکان: 231 فني و مهندسي<BR> درس(ت): دوشنبه 15:30-16:30 مکان: كلاس 302 فني مهندسي<BR> حل تمرين(ت): دوشنبه 16:30-17:30 مکان: كلاس 302 فني مهندسي<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416006_05	فيزيك 1	3	0	40	31	0	مختلط	هاشمي عباس آبادي سجاد<BR>	درس(ت): شنبه 08:00-10:00 مکان: ك 101 علوم<BR> درس(ت): دوشنبه 15:30-16:30 مکان: 109علوم<BR> حل تمرين(ت): دوشنبه 16:30-17:30 مکان: 109علوم<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416006_06	فيزيك 1	3	0	57	47	0	مختلط	اسدي احمد<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 103علوم<BR> درس(ت): سه شنبه 13:30-14:30 مکان: 119 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 14:30-15:30 مکان: 119 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416006_07	فيزيك 1	3	0	55	46	0	مختلط	حسن زاده معظمه<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 225 فني ومهندسي<BR> درس(ت): سه شنبه 13:30-14:30 مکان: 225 فني ومهندسي<BR> حل تمرين(ت): سه شنبه 14:30-15:30 مکان: 225 فني ومهندسي<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416006_08	فيزيك 1	3	0	65	58	0	مختلط	مصلحي محبوبه<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: ك244فني<BR> درس(ت): سه شنبه 13:30-14:30 مکان: 326 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 14:30-15:30 مکان: 326 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416006_09	فيزيك 1	3	0	50	50	0	مختلط	قايمي مقدم مهلا<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: كلاس 302 فني مهندسي<BR> درس(ت): سه شنبه 13:30-14:30 مکان: 228 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 14:30-15:30 مکان: 228 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416006_11	فيزيك 1	3	0	45	35	0	مختلط	هاشمي عباس آبادي سجاد<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: 331 فني و مهندسي<BR> درس(ت): چهارشنبه 13:30-14:30 مکان: 331 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 14:30-15:30 مکان: 331 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416007_01	فيزيك 2	3	0	53	53	0	مختلط	بهروزيان بهجت<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: 228 فني و مهندسي<BR> درس(ت): چهارشنبه 08:00-09:00 مکان: 228 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 09:00-10:00 مکان: 228 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416007_02	فيزيك 2	3	0	53	53	0	مختلط	حسن زاده معظمه<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: 225 فني ومهندسي<BR> درس(ت): چهارشنبه 08:00-09:00 مکان: 225 فني ومهندسي<BR> حل تمرين(ت): چهارشنبه 09:00-10:00 مکان: 225 فني ومهندسي<BR> امتحان(1404.10.28) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416007_03	فيزيك 2	3	0	63	63	0	مختلط	فرپور فداكار گلناز<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: كلاس 302 فني مهندسي<BR> درس(ت): چهارشنبه 08:00-09:00 مکان: كلاس 302 فني مهندسي<BR> حل تمرين(ت): چهارشنبه 09:00-10:00 مکان: كلاس 302 فني مهندسي<BR> امتحان(1404.10.18) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_01	آزمايشگاه فيزيك 1	1	1	12	6	0	مختلط	مظلومي عليرضا<BR>	درس(ع): شنبه 08:00-10:00 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_02	آزمايشگاه فيزيك 1	1	1	12	11	0	مختلط	سنجري محجوبه<BR>	درس(ع): شنبه 10:00-12:00 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_03	آزمايشگاه فيزيك 1	1	1	12	6	0	مختلط	سنجري محجوبه<BR>	درس(ع): شنبه 13:30-15:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_04	آزمايشگاه فيزيك 1	1	1	12	8	0	مختلط	سنجري محجوبه<BR>	درس(ع): شنبه 15:30-17:30 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_05	آزمايشگاه فيزيك 1	1	1	12	0	0	مختلط	مصلحي محبوبه<BR>	درس(ع): يك شنبه 08:00-10:00 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_06	آزمايشگاه فيزيك 1	1	1	12	0	0	مختلط	شاهي حسن آبادي ندا<BR>	درس(ع): يك شنبه 10:00-12:00 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_07	آزمايشگاه فيزيك 1	1	1	12	12	0	مختلط	مصلحي محبوبه<BR>	درس(ع): يك شنبه 13:30-15:30 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
